seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr14	103518680	103518835	156	*	PMF_vs_PMC_peak_292	60	.	6.04524	11.2084	6.03028	58	Promoter (1-2kb)	14	103520153	103520728	576	2	1152	ENST00000555366.1	1893
chr14	103546863	103547020	158	*	PMF_vs_PMC_peak_293	65	.	7.1613	11.8865	6.55171	94	Distal Intergenic	14	103561896	103657734	95839	1	3831	ENST00000557172.5	-14876
chr14	103562886	103563135	250	*	PMF_vs_PMC_peak_294	64	.	5.54191	11.7967	6.48411	69	Promoter (<=1kb)	14	103562962	103685924	122963	1	3831	ENST00000472726.3	0
chr14	103715345	103715471	127	*	PMF_vs_PMC_peak_295	30	.	3.92954	7.28745	3.08864	28	Promoter (<=1kb)	14	103697609	103715443	17835	2	7517	ENST00000554913.5	0
chr14	104078084	104078205	122	*	PMF_vs_PMC_peak_296	48	.	6.23731	9.69425	4.89063	29	Distal Intergenic	14	104085686	104107235	21550	1	374569	ENST00000548372.5	-7481
chr14	104864703	104864863	161	*	PMF_vs_PMC_peak_297	30	.	3.92954	7.28745	3.08864	116	Promoter (<=1kb)	14	104855613	104864797	9185	2	124903397	ENST00000727046.1	0
chr14	105491297	105491439	143	*	PMF_vs_PMC_peak_298	48	.	4.83022	9.66653	4.86851	49	Promoter (<=1kb)	14	105491326	105497413	6088	1	283643	ENST00000463869.5	0
chr15	40422055	40422194	140	*	PMF_vs_PMC_peak_299	64	.	6.8829	11.8239	6.49735	51	Intron (ENST00000473112.6/3712, intron 7 of 8)	15	40416167	40424473	8307	1	3712	ENST00000466756.2	5888
chr15	41621218	41621414	197	*	PMF_vs_PMC_peak_300	22	.	3.77794	6.17368	2.26239	183	Promoter (<=1kb)	15	41609457	41621421	11965	2	105370791	ENST00000663093.1	7
chr15	45023183	45023304	122	*	PMF_vs_PMC_peak_301	41	.	5.80692	8.67287	4.12338	73	Promoter (<=1kb)	15	45023195	45073784	50590	1	6652	ENST00000559230.5	0
chr15	49620962	49621104	143	*	PMF_vs_PMC_peak_302	77	.	5.54231	13.452	7.78569	79	Promoter (<=1kb)	15	49621037	49629967	8931	1	56986	ENST00000557968.5	0
chr15	53831049	53831200	152	*	PMF_vs_PMC_peak_303	54	.	4.4506	10.5157	5.48842	77	Distal Intergenic	15	53837622	53917413	79792	1	440279	ENST00000748219.1	-6422
chr15	62886633	62886948	316	*	PMF_vs_PMC_peak_304	36	.	3.17435	8.10064	3.69797	55	Promoter (2-3kb)	15	62842889	62884034	41146	2	105370854	ENST00000557994.1	-2599
chr15	63600733	63600857	125	*	PMF_vs_PMC_peak_305	26	.	4.53327	6.6833	2.63519	19	Promoter (<=1kb)	15	63552912	63600795	47884	2	100130855	ENST00000649220.2	0
chr15	64162899	64163027	129	*	PMF_vs_PMC_peak_306	52	.	5.70925	10.2513	5.28015	34	Promoter (<=1kb)	15	64155740	64163025	7286	2	5479	ENST00000681397.1	0
chr15	65033221	65033346	126	*	PMF_vs_PMC_peak_307	38	.	4.47796	8.33831	3.88188	24	Distal Intergenic	15	65015833	65029639	13807	2	123263	ENST00000543678.1	-3582
chr15	65300507	65300650	144	*	PMF_vs_PMC_peak_308	25	.	3.72794	6.60524	2.5805	65	Promoter (<=1kb)	15	65266577	65300618	34042	2	54956	ENST00000558873.1	0
chr15	66497730	66497907	178	*	PMF_vs_PMC_peak_309	20	.	3.02281	5.83711	2.05075	61	Promoter (<=1kb)	15	66490135	66497750	7616	2	10302	ENST00000563480.6	0
chr15	72182855	72183002	148	*	PMF_vs_PMC_peak_310	52	.	4.03079	10.202	5.27298	32	Intron (ENST00000793552.1/ENST00000793552.1, intron 1 of 2)	15	72169262	72176098	6837	2	196996	ENST00000563133.5	-6757
chr15	75023486	75023701	216	*	PMF_vs_PMC_peak_311	44	.	5.2439	9.09635	4.44515	168	Promoter (<=1kb)	15	75023586	75045168	21583	1	60490	ENST00000568207.5	0
chr15	75140279	75140403	125	*	PMF_vs_PMC_peak_312	24	.	2.59688	6.35161	2.41312	71	Distal Intergenic	15	75121536	75121666	131	2	124900369	ENST00000516913.1	-18613
chr15	75648084	75648205	122	*	PMF_vs_PMC_peak_313	28	.	4.71886	6.98067	2.86335	42	Promoter (<=1kb)	15	75647912	75662301	14390	1	257364	ENST00000308527.6	172
chr15	89334963	89335169	207	*	PMF_vs_PMC_peak_314	66	.	4.78659	12.0029	6.64001	125	Promoter (<=1kb)	15	89334872	89336161	1290	1	119545629	ENST00000837148.1	91
chr15	99755909	99756038	130	*	PMF_vs_PMC_peak_315	57	.	6.96272	10.816	5.74087	72	Distal Intergenic	15	99729498	99733561	4064	2	145748	ENST00000484050.1	-22348
chr15	101724125	101724416	292	*	PMF_vs_PMC_peak_316	41	.	5.80692	8.67287	4.12338	262	Promoter (<=1kb)	15	101654394	101724410	70017	2	123283	ENST00000539112.5	0
chr15	101979639	101979765	127	*	PMF_vs_PMC_peak_317	64	.	5.13912	11.8043	6.48411	37	Promoter (<=1kb)	15	101976558	101979541	2984	2	100288486	ENST00000818389.1	-98
chr16	229247	229499	253	*	PMF_vs_PMC_peak_318	90	.	7.13672	14.9777	9.00837	106	Promoter (<=1kb)	16	188969	229439	40471	2	55692	ENST00000426094.5	0
chr16	721066	721290	225	*	PMF_vs_PMC_peak_319	28	.	4.15594	6.9063	2.81148	4	Promoter (<=1kb)	16	721097	722585	1489	1	65990	ENST00000564000.5	0
chr16	740940	741070	131	*	PMF_vs_PMC_peak_320	92	.	5.03878	15.306	9.2483	94	Promoter (<=1kb)	16	729765	740997	11233	2	64428	ENST00000251588.7	0
chr16	1351858	1351992	135	*	PMF_vs_PMC_peak_321	33	.	4.28194	7.66459	3.35179	59	Promoter (<=1kb)	16	1349240	1351878	2639	2	115939	ENST00000007390.3	0
chr16	2023238	2023359	122	*	PMF_vs_PMC_peak_322	28	.	4.02994	6.9063	2.81148	52	Promoter (1-2kb)	16	2025356	2036389	11034	1	9351	ENST00000567504.5	-1997
chr16	2210617	2211028	412	*	PMF_vs_PMC_peak_323	41	.	4.33273	8.71601	4.14206	81	Promoter (<=1kb)	16	2209253	2210863	1611	2	283870	ENST00000328540.8	0
chr16	2223529	2223683	155	*	PMF_vs_PMC_peak_324	37	.	3.5988	8.23007	3.78289	79	Promoter (<=1kb)	16	2223580	2235742	12163	1	1877	ENST00000565090.5	0
chr16	2267891	2268093	203	*	PMF_vs_PMC_peak_325	65	.	6.39157	11.9192	6.57914	107	Promoter (<=1kb)	16	2253139	2268066	14928	2	10921	ENST00000561718.5	0
chr16	2568645	2568773	129	*	PMF_vs_PMC_peak_326	46	.	3.65294	9.36461	4.62768	72	Intron (ENST00000566659.1/5170, intron 2 of 4)	16	2565606	2570818	5213	1	5170	ENST00000471311.1	3039
chr16	2631392	2631544	153	*	PMF_vs_PMC_peak_327	66	.	4.78659	12.0029	6.64001	94	Intron (ENST00000731357.1/652276, intron 3 of 3)	16	2603753	2629579	25827	1	652276	ENST00000731362.1	27639
chr16	3157375	3157521	147	*	PMF_vs_PMC_peak_328	64	.	5.54191	11.7967	6.48411	90	Exon (ENST00000570843.1/ENST00000570843.1, exon 1 of 1)	16	3125600	3150562	24963	2	100507458	ENST00000849957.1	-6813
chr16	3182590	3182720	131	*	PMF_vs_PMC_peak_329	47	.	3.9588	9.529	4.74799	84	Intron (ENST00000576762.2/ENST00000576762.2, intron 1 of 1)	16	3188204	3206554	18351	1	4992	ENST00000652759.1	-5484
chr16	3189576	3189749	174	*	PMF_vs_PMC_peak_330	71	.	5.91991	12.6839	7.17312	79	Promoter (1-2kb)	16	3188212	3224779	36568	1	4992	ENST00000576468.1	1364
chr16	3599258	3599391	134	*	PMF_vs_PMC_peak_331	83	.	7.22122	14.2141	8.39424	67	Intron (ENST00000294008.4/84464, intron 5 of 14)	16	3600835	3606574	5740	2	84464	ENST00000697858.1	7183
chr16	3654415	3654548	134	*	PMF_vs_PMC_peak_332	101	.	6.57093	16.3663	10.1024	59	Promoter (<=1kb)	16	3654667	3663726	9060	1	1773	ENST00000571460.5	-119
chr16	8661046	8661199	154	*	PMF_vs_PMC_peak_333	51	.	5.16392	10.0802	5.17693	78	Distal Intergenic	16	8674596	8750456	75861	1	18	ENST00000564714.5	-13397
chr16	8792007	8792140	134	*	PMF_vs_PMC_peak_334	81	.	7.12074	13.8924	8.13432	87	Intron (ENST00000566983.5/5373, intron 1 of 7)	16	8788823	8847868	59046	1	5373	ENST00000566983.5	3184
chr16	10385989	10386166	178	*	PMF_vs_PMC_peak_335	80	.	5.00152	13.8014	8.05468	93	Promoter (<=1kb)	16	10386055	10430672	44618	1	80063	ENST00000562527.5	0
chr16	10642131	10642252	122	*	PMF_vs_PMC_peak_336	67	.	2.613	12.1258	6.74728	65	Intron (ENST00000574923.1/146279, intron 1 of 2)	16	10627501	10671778	44278	2	146279	ENST00000574923.1	29526
chr16	10647970	10648153	184	*	PMF_vs_PMC_peak_337	36	.	2.51954	8.03104	3.64131	122	Intron (ENST00000574923.1/146279, intron 1 of 2)	16	10627501	10671778	44278	2	146279	ENST00000574923.1	23625
chr16	10944437	10944577	141	*	PMF_vs_PMC_peak_338	105	.	5.32677	16.8787	10.5415	60	Promoter (<=1kb)	16	10944539	11182182	237644	1	23274	ENST00000703130.1	0
chr16	11256043	11256172	130	*	PMF_vs_PMC_peak_339	24	.	3.08595	6.41011	2.44857	104	Promoter (<=1kb)	16	11254417	11256204	1788	2	8651	ENST00000332029.4	32
chr16	11575847	11576014	168	*	PMF_vs_PMC_peak_340	94	.	4.78693	15.5595	9.45582	95	Intron (ENST00000571688.6/9516, intron 1 of 3)	16	11548000	11586373	38374	2	9516	ENST00000339430.9	10359
chr16	11797551	11797732	182	*	PMF_vs_PMC_peak_341	37	.	3.06904	8.1324	3.71292	23	Promoter (<=1kb)	16	11750597	11797258	46662	2	29066	ENST00000355758.9	-293
chr16	14070970	14071435	466	*	PMF_vs_PMC_peak_342	33	.	3.4548	7.60524	3.31759	174	Promoter (<=1kb)	16	14071319	14266773	195455	1	57496	ENST00000571589.6	0
chr16	14285848	14285990	143	*	PMF_vs_PMC_peak_343	92	.	4.12284	15.315	9.25266	72	Distal Intergenic	16	14301069	14309930	8862	1	100129781	ENST00000832980.1	-15079
chr16	14399660	14399807	148	*	PMF_vs_PMC_peak_344	22	.	2.34161	6.08011	2.2004	33	Distal Intergenic	16	14407668	14418862	11195	2	124903648	ENST00000647822.1	19055
chr16	14405898	14406040	143	*	PMF_vs_PMC_peak_345	60	.	4.6186	11.2515	6.05513	47	Distal Intergenic	16	14407668	14418862	11195	2	124903648	ENST00000647822.1	12822
chr16	15155168	15155331	164	*	PMF_vs_PMC_peak_346	30	.	3.82874	7.28745	3.08864	56	Promoter (<=1kb)	16	15154850	15155002	153	2	100500852	ENST00000582223.1	-166
chr16	18580577	18580728	152	*	PMF_vs_PMC_peak_347	52	.	4.10279	10.202	5.27298	27	Exon (ENST00000843903.1/653190, exon 4 of 4)	16	18574436	18581567	7132	1	653190	ENST00000843904.1	6141
chr16	19718032	19718380	349	*	PMF_vs_PMC_peak_348	45	.	4.78593	9.25272	4.55531	63	Promoter (<=1kb)	16	19718271	19858467	140197	1	124152	ENST00000695302.1	0
chr16	20424539	20424679	141	*	PMF_vs_PMC_peak_349	77	.	5.51364	13.3869	7.74246	54	Intron (ENST00000331849.8/54988, intron 6 of 13)	16	20421274	20431043	9770	1	54988	ENST00000573920.1	3265
chr16	20741669	20741866	198	*	PMF_vs_PMC_peak_350	37	.	3.6708	8.23007	3.78289	154	Promoter (<=1kb)	16	20702816	20741815	39000	2	55623	ENST00000636554.1	0
chr16	21502187	21502311	125	*	PMF_vs_PMC_peak_351	22	.	2.7025	6.11664	2.23014	1	Promoter (<=1kb)	16	21446683	21502260	55578	2	100271836	ENST00000520823.7	0
chr16	21520270	21520434	165	*	PMF_vs_PMC_peak_352	79	.	4.29282	13.6084	7.9045	108	Promoter (<=1kb)	16	21463537	21520424	56888	2	100271836	ENST00000437413.3	0
chr16	21554922	21555077	156	*	PMF_vs_PMC_peak_353	98	.	5.62658	15.9754	9.80908	82	Distal Intergenic	16	21463205	21520444	57240	2	100271836	ENST00000522841.6	-34478
chr16	21599374	21599610	237	*	PMF_vs_PMC_peak_354	35	.	2.73539	7.86097	3.50984	130	Promoter (<=1kb)	16	21599558	21656119	56562	1	51108	ENST00000396014.8	0
chr16	22099130	22099261	132	*	PMF_vs_PMC_peak_355	33	.	4.28194	7.66459	3.35179	66	Intron (ENST00000562340.5/146177, intron 2 of 4)	16	22092542	22138397	45856	1	146177	ENST00000568328.5	6588
chr16	22195678	22195859	182	*	PMF_vs_PMC_peak_356	62	.	3.23938	11.4533	6.21709	92	Distal Intergenic	16	22148056	22190409	42354	2	124903666	ENST00000783092.1	-5269
chr16	22205976	22206154	179	*	PMF_vs_PMC_peak_357	29	.	3.52661	7.09102	2.93245	158	Promoter (<=1kb)	16	22206278	22288738	82461	1	29904	ENST00000263026.10	-124
chr16	22297111	22297323	213	*	PMF_vs_PMC_peak_358	45	.	2.56758	9.1639	4.5006	113	Promoter (<=1kb)	16	22297375	22335101	37727	1	55718	ENST00000615879.4	-52
chr16	23149459	23149645	187	*	PMF_vs_PMC_peak_359	58	.	4.83673	11.0053	5.86698	105	Promoter (<=1kb)	16	23061406	23149452	88047	2	57478	ENST00000219689.12	-7
chr16	23557381	23557567	187	*	PMF_vs_PMC_peak_360	64	.	4.72518	11.7326	6.44741	91	Promoter (<=1kb)	16	23544565	23557364	12800	2	124454	ENST00000564997.1	-17
chr16	23596263	23596456	194	*	PMF_vs_PMC_peak_361	47	.	3.8868	9.529	4.74799	103	Promoter (<=1kb)	16	23581014	23596277	15264	2	4706	ENST00000562133.5	0
chr16	23641205	23641450	246	*	PMF_vs_PMC_peak_362	45	.	3.89064	9.27337	4.57088	150	Promoter (<=1kb)	16	23603160	23641296	38137	2	79728	ENST00000566069.6	0
chr16	25015419	25015642	224	*	PMF_vs_PMC_peak_363	27	.	4.25069	6.76348	2.70143	193	Promoter (<=1kb)	16	24968351	25015666	47316	2	55114	ENST00000573449.5	24
chr16	27203466	27203691	226	*	PMF_vs_PMC_peak_364	28	.	3.31081	6.99767	2.87001	211	Promoter (<=1kb)	16	27203508	27211715	8208	1	79831	ENST00000564961.1	0
chr16	28212128	28212255	128	*	PMF_vs_PMC_peak_365	52	.	5.87724	10.2513	5.28015	70	Promoter (<=1kb)	16	28097976	28211965	113990	2	23214	ENST00000304658.10	-163
chr16	28553849	28554188	340	*	PMF_vs_PMC_peak_366	84	.	5.74391	14.2995	8.46393	270	Promoter (<=1kb)	16	28553915	28585403	31489	1	112869	ENST00000564682.5	0
chr16	28609909	28610034	126	*	PMF_vs_PMC_peak_367	77	.	4.60475	13.354	7.72589	62	Promoter (<=1kb)	16	28605865	28609990	4126	2	6817	ENST00000566189.5	0
chr16	28688474	28688691	218	*	PMF_vs_PMC_peak_368	49	.	5.41852	9.83377	4.99065	69	Promoter (<=1kb)	16	28688558	28735598	47041	1	8663	ENST00000566501.5	0
chr16	28802655	28802845	191	*	PMF_vs_PMC_peak_369	62	.	5.55956	11.4583	6.22003	65	Exon (ENST00000507031.3/ENST00000507031.3, exon 1 of 2)	16	28819689	28822702	3014	2	124903672	ENST00000743656.1	19857
chr16	28846308	28846521	214	*	PMF_vs_PMC_peak_370	49	.	4.2826	9.79599	4.96016	98	Promoter (<=1kb)	16	28842411	28846348	3938	2	7284	ENST00000313511.8	0
chr16	28950828	28950995	168	*	PMF_vs_PMC_peak_371	39	.	4.21407	8.38887	3.91993	78	Promoter (<=1kb)	16	28950937	28967092	16156	1	84901	ENST00000320805.9	0
chr16	28974582	28974834	253	*	PMF_vs_PMC_peak_372	42	.	3.7428	8.87152	4.26207	164	Promoter (<=1kb)	16	28974772	28984548	9777	1	83985	ENST00000565975.5	0
chr16	29815900	29816192	293	*	PMF_vs_PMC_peak_373	66	.	4.70259	12.0029	6.64001	87	Promoter (<=1kb)	16	29816152	29822489	6338	1	79447	ENST00000320330.8	0
chr16	29926347	29926489	143	*	PMF_vs_PMC_peak_374	60	.	4.5346	11.2515	6.05513	43	Promoter (<=1kb)	16	29919635	29926236	6602	2	253980	ENST00000561540.2	-111
chr16	29973864	29974008	145	*	PMF_vs_PMC_peak_375	35	.	4.00949	7.94575	3.58351	110	Promoter (<=1kb)	16	29973868	29988393	14526	1	9344	ENST00000308893.9	0
chr16	30193560	30193767	208	*	PMF_vs_PMC_peak_376	20	.	2.35143	5.77036	2.00355	90	Promoter (<=1kb)	16	30192932	30193666	735	2	654483	ENST00000651894.2	0
chr16	30541153	30541318	166	*	PMF_vs_PMC_peak_377	49	.	4.2826	9.79599	4.96016	120	Exon (ENST00000732736.1/124903677, exon 2 of 2)	16	30530367	30535347	4981	2	65988	ENST00000252799.3	-5806
chr16	30814257	30814418	162	*	PMF_vs_PMC_peak_378	22	.	2.17597	6.1436	2.25561	66	Distal Intergenic	16	30834655	30840754	6100	2	9274	ENST00000576194.1	26336
chr16	30875335	30875456	122	*	PMF_vs_PMC_peak_379	31	.	2.66339	7.38964	3.16924	108	Promoter (<=1kb)	16	30875408	30895220	19813	1	101928736	ENST00000663816.2	0
chr16	31033229	31033445	217	*	PMF_vs_PMC_peak_380	46	.	4.43353	9.46042	4.69562	101	Promoter (<=1kb)	16	31033546	31039803	6258	1	6810	ENST00000487411.5	-101
chr16	31073144	31073348	205	*	PMF_vs_PMC_peak_381	29	.	4.10613	7.09365	2.93294	162	Promoter (<=1kb)	16	31060848	31073502	12655	2	79759	ENST00000538906.5	154
chr16	31108218	31108339	122	*	PMF_vs_PMC_peak_382	32	.	4.22907	7.56285	3.29397	21	Promoter (<=1kb)	16	31108294	31112533	4240	1	10295	ENST00000567530.5	0
chr16	31179947	31180274	328	*	PMF_vs_PMC_peak_383	82	.	3.93957	14.0129	8.23081	210	Promoter (<=1kb)	16	31180138	31191602	11465	1	2521	ENST00000566605.5	0
chr16	31508337	31508474	138	*	PMF_vs_PMC_peak_384	72	.	5.63196	12.7369	7.22209	71	Promoter (<=1kb)	16	31508450	31509566	1117	1	123706528	ENST00000569782.3	0
chr16	46876712	46876839	128	*	PMF_vs_PMC_peak_385	75	.	3.20136	13.1415	7.54258	43	Distal Intergenic	16	46884362	46931289	46928	1	84706	ENST00000340124.9	-7523
chr16	50530704	50530953	250	*	PMF_vs_PMC_peak_386	58	.	3.05495	10.9988	5.86698	40	Intron (ENST00000646992.1/124903771, intron 7 of 14)	16	50548396	50616108	67713	1	85407	ENST00000564336.1	-17443
chr16	54266502	54266654	153	*	PMF_vs_PMC_peak_387	52	.	4.03079	10.202	5.27298	91	Intron (ENST00000799974.1/100996338, intron 1 of 2)	16	54245618	54270775	25158	2	100996338	ENST00000561336.3	4121
chr16	55636998	55637271	274	*	PMF_vs_PMC_peak_388	85	.	3.02359	14.4276	8.56988	103	Distal Intergenic	16	55655988	55706192	50205	1	6530	ENST00000568943.6	-18717
chr16	57300497	57300792	296	*	PMF_vs_PMC_peak_389	62	.	3.23938	11.4533	6.21709	59	Distal Intergenic	16	57256755	57284672	27918	2	51090	ENST00000569059.5	-15825
chr16	57447350	57447493	144	*	PMF_vs_PMC_peak_390	34	.	3.77861	7.73977	3.40697	59	Promoter (<=1kb)	16	57447425	57454304	6880	1	57017	ENST00000566388.5	0
chr16	57649190	57649311	122	*	PMF_vs_PMC_peak_391	68	.	4.46279	12.3086	6.88609	45	Promoter (<=1kb)	16	57650253	57657843	7591	1	9289	ENST00000678252.1	-942
chr16	58629682	58629895	214	*	PMF_vs_PMC_peak_392	43	.	4.11207	9.01232	4.38704	41	Promoter (<=1kb)	16	58519951	58629826	109876	2	23019	ENST00000317147.10	0
chr16	66552384	66552545	162	*	PMF_vs_PMC_peak_393	30	.	3.59858	7.26342	3.08262	107	Promoter (<=1kb)	16	66509443	66552479	43037	2	7084	ENST00000678015.1	0
chr16	67028791	67029005	215	*	PMF_vs_PMC_peak_394	58	.	4.24679	10.8899	5.80244	105	Promoter (<=1kb)	16	67028984	67101035	72052	1	865	ENST00000651988.1	0
chr16	67109628	67109773	146	*	PMF_vs_PMC_peak_395	53	.	3.97924	10.331	5.3521	77	Promoter (<=1kb)	16	67109941	67148544	38604	1	80262	ENST00000219139.8	-168
chr16	67192020	67192149	130	*	PMF_vs_PMC_peak_396	42	.	4.70942	8.86306	4.26207	80	Promoter (<=1kb)	16	67192155	67198918	6764	1	1874	ENST00000379378.8	-6
chr16	67246084	67246237	154	*	PMF_vs_PMC_peak_397	41	.	2.63151	8.77722	4.18337	107	Promoter (<=1kb)	16	67246915	67259942	13028	1	6553	ENST00000566345.6	-678
chr16	67465899	67466045	147	*	PMF_vs_PMC_peak_398	71	.	5.79391	12.6839	7.17312	71	Intron (ENST00000290949.8/9114, intron 1 of 7)	16	67438413	67459225	20813	2	9114	ENST00000426604.7	-6674
chr16	67806545	67806703	159	*	PMF_vs_PMC_peak_399	36	.	3.92427	8.02427	3.63587	37	Promoter (<=1kb)	16	67723070	67806560	83491	2	57610	ENST00000317506.8	0
chr16	67846744	67846878	135	*	PMF_vs_PMC_peak_400	53	.	4.27818	10.2905	5.31594	56	Promoter (<=1kb)	16	67833966	67846823	12858	2	80152	ENST00000565132.5	0
chr16	68245074	68245223	150	*	PMF_vs_PMC_peak_401	58	.	4.83673	11.0053	5.86698	105	Promoter (<=1kb)	16	68245304	68259923	14620	1	23659	ENST00000413021.2	-81
chr16	68530111	68530263	153	*	PMF_vs_PMC_peak_402	58	.	5.28992	10.9285	5.82066	53	Promoter (<=1kb)	16	68530148	68558101	27954	1	146198	ENST00000571382.5	0
chr16	69132002	69132232	231	*	PMF_vs_PMC_peak_403	83	.	7.05323	14.2141	8.39424	125	Promoter (<=1kb)	16	69118010	69132151	14142	2	113455421	ENST00000306585.9	0
chr16	69132553	69132764	212	*	PMF_vs_PMC_peak_404	66	.	6.07345	12.04	6.66959	84	Promoter (<=1kb)	16	69118010	69132588	14579	2	113455421	ENST00000519520.7	0
chr16	69330722	69330849	128	*	PMF_vs_PMC_peak_405	63	.	5.4735	11.6594	6.37946	46	Promoter (<=1kb)	16	69326913	69330588	3676	2	64146	ENST00000288022.2	-134
chr16	69565849	69565977	129	*	PMF_vs_PMC_peak_406	66	.	4.78659	12.0029	6.64001	77	Promoter (<=1kb)	16	69565808	69565868	61	2	100302119	ENST00000411177.1	0
chr16	69754877	69755050	174	*	PMF_vs_PMC_peak_407	28	.	3.14895	6.96909	2.85288	163	Promoter (<=1kb)	16	69741871	69754926	13056	2	28987	ENST00000268802.10	0
chr16	70251768	70251962	195	*	PMF_vs_PMC_peak_408	28	.	2.97275	7.02967	2.89502	177	Promoter (<=1kb)	16	70246778	70251940	5163	2	118460	ENST00000435634.3	0
chr16	70346754	70346911	158	*	PMF_vs_PMC_peak_409	24	.	3.02295	6.41011	2.44857	25	Promoter (<=1kb)	16	70315442	70346814	31373	2	100506083	ENST00000666089.2	0
chr16	70381238	70381376	139	*	PMF_vs_PMC_peak_410	24	.	3.23881	6.40804	2.44857	113	3' UTR	16	70381574	70393759	12186	2	6483	ENST00000567822.1	12383
chr16	70711467	70711666	200	*	PMF_vs_PMC_peak_411	63	.	4.39079	11.5922	6.32097	78	Intron (ENST00000568886.5/55697, intron 8 of 12)	16	70687442	70700245	12804	2	55697	ENST00000536184.6	-11222
chr16	70801109	70801232	124	*	PMF_vs_PMC_peak_412	30	.	3.92954	7.28745	3.08864	52	Promoter (<=1kb)	16	70687439	70801158	113720	2	55697	ENST00000261776.10	0
chr16	71808906	71809123	218	*	PMF_vs_PMC_peak_413	64	.	5.13912	11.8043	6.48411	98	Promoter (<=1kb)	16	71731883	71809103	77221	2	164	ENST00000569748.5	0
chr16	72099431	72099565	135	*	PMF_vs_PMC_peak_414	45	.	5.54125	9.31879	4.59254	41	Promoter (1-2kb)	16	72101082	72103921	2840	1	9785	ENST00000566329.1	-1517
chr16	72224457	72224592	136	*	PMF_vs_PMC_peak_415	26	.	2.68729	6.69973	2.64964	99	Promoter (<=1kb)	16	72200400	72224343	23944	2	83449	ENST00000731624.1	-114
chr16	75148477	75148631	155	*	PMF_vs_PMC_peak_416	35	.	4.10809	7.88169	3.52596	134	Promoter (<=1kb)	16	75148494	75149012	519	1	162239	ENST00000566105.5	0
chr16	81006619	81006774	156	*	PMF_vs_PMC_peak_417	32	.	4.35351	7.56285	3.29397	96	Promoter (<=1kb)	16	80975936	81006839	30904	2	56942	ENST00000567593.5	65
chr16	81006978	81007105	128	*	PMF_vs_PMC_peak_418	50	.	4.59977	9.92198	5.06105	70	Promoter (<=1kb)	16	80980808	81006897	26090	2	56942	ENST00000630396.1	-81
chr16	81314859	81315008	150	*	PMF_vs_PMC_peak_419	41	.	4.23194	8.71601	4.14206	42	Promoter (<=1kb)	16	81314944	81380198	65255	1	8139	ENST00000648349.3	0
chr16	81558858	81558984	127	*	PMF_vs_PMC_peak_420	78	.	6.17191	13.5895	7.88615	54	Intron (ENST00000537098.8/80790, intron 1 of 20)	16	81533902	81533966	65	1	102465840	ENST00000620068.1	24956
chr16	84970620	84970777	158	*	PMF_vs_PMC_peak_421	69	.	7.15574	12.336	6.90627	61	Distal Intergenic	16	84976104	84977281	1178	2	55625	ENST00000564526.1	6504
chr16	85245778	85245904	127	*	PMF_vs_PMC_peak_422	41	.	5.59172	8.67287	4.12338	59	Intron (ENST00000637419.1/23199, intron 1 of 2)	16	85227203	85309176	81974	1	107984830	ENST00000653746.1	18575
chr16	85420837	85421012	176	*	PMF_vs_PMC_peak_423	24	.	3.44261	6.46191	2.485	131	Intron (ENST00000637419.1/23199, intron 2 of 2)	16	85357463	85359449	1987	1	23199	ENST00000568080.1	63374
chr16	85422818	85422996	179	*	PMF_vs_PMC_peak_424	103	.	4.35193	16.6548	10.343	118	Intron (ENST00000637419.1/23199, intron 2 of 2)	16	85357463	85359449	1987	1	23199	ENST00000568080.1	65355
chr16	85523753	85523887	135	*	PMF_vs_PMC_peak_425	34	.	3.77861	7.73977	3.40697	68	Intron (ENST00000637419.1/23199, intron 2 of 2)	16	85555967	85654346	98380	1	23199	ENST00000635906.1	-32080
chr16	85553327	85553531	205	*	PMF_vs_PMC_peak_426	75	.	3.49137	13.1377	7.53986	104	Promoter (2-3kb)	16	85555967	85654346	98380	1	23199	ENST00000635906.1	-2436
chr16	87278740	87278875	136	*	PMF_vs_PMC_peak_427	60	.	7.03413	11.3167	6.09891	37	Intron (ENST00000562840.1/ENST00000562840.1, intron 1 of 4)	16	87271904	87292334	20431	2	101928682	ENST00000792012.1	13459
chr16	87384002	87384154	153	*	PMF_vs_PMC_peak_428	25	.	2.51943	6.61607	2.59022	64	Promoter (<=1kb)	16	87383953	87404779	20827	1	81631	ENST00000650688.1	49
chr16	87392161	87392322	162	*	PMF_vs_PMC_peak_429	58	.	4.17479	10.8899	5.80244	92	Promoter (<=1kb)	16	87392317	87403778	11462	1	81631	ENST00000570189.5	0
chr16	87636464	87636665	202	*	PMF_vs_PMC_peak_430	60	.	6.04524	11.2084	6.03028	118	Intron (ENST00000537256.5/57338, intron 1 of 5)	16	87653562	87698142	44581	1	57338	ENST00000563609.1	-16897
chr16	87779170	87779349	180	*	PMF_vs_PMC_peak_431	135	.	7.15509	20.6283	13.5437	102	Promoter (<=1kb)	16	87776847	87779197	2351	2	102724467	ENST00000789551.1	0
chr16	87857598	87857726	129	*	PMF_vs_PMC_peak_432	71	.	4.28293	12.6807	7.17312	42	Exon (ENST00000810455.1/ENST00000810455.1, exon 2 of 2)	16	87830016	87863639	33624	2	8140	ENST00000565644.6	5913
